trial0000001, AA, 609.0, 10, 60.90, 2.00, 0.00000918, 0.00000048, DFBA, 155.0, 2, 77.50, 2.50, 0.00168665, 0.00000009, GVWY, 253.0, 10, 25.30, 2.40, 0.00000040, 0.00000003, ZIP, 261.0, 10, 26.10, 1.70, 0.00000074, 0.00000037
trial0000002, AA, 461.0, 10, 46.10, 1.50, 0.00001237, 0.00000235, DFBA, 171.0, 2, 85.50, 3.00, 0.00621361, 0.00000041, GVWY, 323.5, 10, 32.35, 3.60, 0.00000636, 0.00000068, ZIP, 438.5, 10, 43.85, 2.10, 0.00000737, 0.00000353
trial0000003, AA, 548.0, 10, 54.80, 1.50, 0.00001714, 0.00000526, DFBA, 94.5, 2, 47.25, 1.00, 0.00721131, 0.00000046, GVWY, 511.5, 10, 51.15, 3.20, 0.00000615, 0.00000107, ZIP, 392.0, 10, 39.20, 2.30, 0.00001086, 0.00000478
trial0000004, AA, 454.5, 10, 45.45, 1.60, 0.00002191, 0.00000402, DFBA, 162.5, 2, 81.25, 2.00, 0.00747522, 0.00000023, GVWY, 189.0, 10, 18.90, 1.90, 0.00000871, 0.00000126, ZIP, 458.0, 10, 45.80, 2.90, 0.00001030, 0.00000550
trial0000005, AA, 517.5, 10, 51.75, 2.20, 0.00002426, 0.00000401, DFBA, 190.5, 2, 95.25, 3.00, 0.00676685, 0.00000063, GVWY, 404.75, 10, 40.48, 3.20, 0.00001012, 0.00000080, ZIP, 384.25, 10, 38.42, 1.80, 0.00001065, 0.00000534
trial0000006, AA, 492.5, 10, 49.25, 1.80, 0.00004244, 0.00000479, DFBA, 149.5, 2, 74.75, 2.50, 0.00754929, 0.00000024, GVWY, 296.5, 10, 29.65, 2.90, 0.00000633, 0.00000095, ZIP, 302.5, 10, 30.25, 1.60, 0.00001000, 0.00000636
trial0000007, AA, 680.0, 10, 68.00, 2.00, 0.00001821, 0.00000385, DFBA, 172.0, 2, 86.00, 2.50, 0.00664084, 0.00000109, GVWY, 419.0, 10, 41.90, 3.90, 0.00000669, 0.00000080, ZIP, 440.0, 10, 44.00, 2.40, 0.00001265, 0.00000425
trial0000008, AA, 241.0, 10, 24.10, 0.50, 0.00002226, 0.00000436, DFBA, 133.0, 2, 66.50, 2.00, 0.00717896, 0.00000048, GVWY, 334.5, 10, 33.45, 2.60, 0.00000732, 0.00000135, ZIP, 570.5, 10, 57.05, 2.30, 0.00000965, 0.00000422
trial0000009, AA, 234.5, 10, 23.45, 1.00, 0.00002098, 0.00000370, DFBA, 122.0, 2, 61.00, 2.50, 0.00662953, 0.00000090, GVWY, 343.5, 10, 34.35, 2.90, 0.00000514, 0.00000083, ZIP, 400.0, 10, 40.00, 2.00, 0.00000965, 0.00000520
trial0000010, AA, 425.0, 10, 42.50, 1.20, 0.00001050, 0.00000180, DFBA, 86.5, 2, 43.25, 1.00, 0.00688464, 0.00000094, GVWY, 331.5, 10, 33.15, 2.90, 0.00000633, 0.00000064, ZIP, 286.0, 10, 28.60, 1.70, 0.00000971, 0.00000495
