trial0000001, DFBA, 3005.8227672576904, 10, 300.58, 9.00, 0.22234563, 0.00000010, GVWY, 2831.2769479751587, 10, 283.13, 15.80, 0.00000304, 0.00000002, ZIC, 1784.5461959838867, 10, 178.45, 4.20, 0.00000672, 0.00000030, ZIP, 3734.4461336135864, 10, 373.44, 13.70, 0.00000318, 0.00000698
trial0000002, DFBA, 3434.2946701049805, 10, 343.43, 10.00, 0.22450830, 0.00000013, GVWY, 2827.760150909424, 10, 282.78, 15.80, 0.00000424, 0.00000049, ZIC, 1576.3044242858887, 10, 157.63, 4.20, 0.00000764, 0.00000029, ZIP, 3212.9231872558594, 10, 321.29, 12.30, 0.00000347, 0.00000773
trial0000003, DFBA, 3979.121983528137, 10, 397.91, 10.90, 0.22634898, 0.00000010, GVWY, 3124.503158569336, 10, 312.45, 17.20, 0.00000256, 0.00000038, ZIC, 1562.409511566162, 10, 156.24, 3.70, 0.00000645, 0.00000054, ZIP, 3362.70752620697, 10, 336.27, 12.50, 0.00000533, 0.00000896
trial0000004, DFBA, 2885.506911277771, 10, 288.55, 8.60, 0.23570510, 0.00000003, GVWY, 3293.513635635376, 10, 329.35, 16.50, 0.00000490, 0.00000016, ZIC, 1749.9537181854248, 10, 175.00, 4.40, 0.00000551, 0.00000083, ZIP, 3450.025734901428, 10, 345.00, 13.70, 0.00000422, 0.00000708
trial0000005, DFBA, 3533.8400268554688, 10, 353.38, 9.90, 0.23544923, 0.00000041, GVWY, 3565.9569664001465, 10, 356.60, 15.10, 0.00000493, 0.00000044, ZIC, 1784.3362827301025, 10, 178.43, 4.10, 0.00000676, 0.00000052, ZIP, 3654.9292488098145, 10, 365.49, 14.10, 0.00000393, 0.00000770
trial0000006, DFBA, 3233.027241706848, 10, 323.30, 8.60, 0.23872964, 0.00000000, GVWY, 3162.797285079956, 10, 316.28, 15.70, 0.00000313, 0.00000024, ZIC, 1111.258050918579, 10, 111.13, 2.90, 0.00000741, 0.00000031, ZIP, 3316.66175365448, 10, 331.67, 13.40, 0.00000461, 0.00000856
trial0000007, DFBA, 3382.1596393585205, 10, 338.22, 8.80, 0.24098431, 0.00000038, GVWY, 3433.349804878235, 10, 343.33, 17.00, 0.00000310, 0.00000025, ZIC, 1564.101755142212, 10, 156.41, 3.80, 0.00000819, 0.00000006, ZIP, 3626.4765367507935, 10, 362.65, 14.80, 0.00000462, 0.00000694
trial0000008, DFBA, 3541.475185394287, 10, 354.15, 9.10, 0.23639085, 0.00000014, GVWY, 2886.1041736602783, 10, 288.61, 17.90, 0.00000460, 0.00000040, ZIC, 1649.9861488342285, 10, 165.00, 4.30, 0.00000581, 0.00000036, ZIP, 3663.578321456909, 10, 366.36, 15.20, 0.00000364, 0.00000910
trial0000009, DFBA, 3436.0793323516846, 10, 343.61, 9.40, 0.23987392, 0.00000031, GVWY, 3329.9990520477295, 10, 333.00, 16.40, 0.00000381, 0.00000053, ZIC, 1544.0853691101074, 10, 154.41, 3.60, 0.00000566, 0.00000040, ZIP, 3372.035671234131, 10, 337.20, 13.80, 0.00000584, 0.00000659
trial0000010, DFBA, 3559.366491317749, 10, 355.94, 8.60, 0.23965431, 0.00000020, GVWY, 3734.2668380737305, 10, 373.43, 17.30, 0.00000311, 0.00000025, ZIC, 1672.485263824463, 10, 167.25, 3.70, 0.00000734, 0.00000014, ZIP, 3797.859685897827, 10, 379.79, 14.70, 0.00000486, 0.00000912
