trial0000001, AA, 1465.5238590240479, 10, 146.55, 3.40, 0.00002505, 0.00000616, DFBA, 1133.0430698394775, 10, 113.30, 3.60, 0.56420207, 0.00000000, GDX, 1959.5263080596924, 10, 195.95, 4.70, 0.00050534, 0.00000461, GVWY, 2375.195695877075, 10, 237.52, 8.30, 0.00000404, 0.00000037, SHVR, 2110.890338897705, 10, 211.09, 6.70, 0.00003042, 0.00000155, ZIC, 566.3218574523926, 10, 56.63, 1.60, 0.00000918, 0.00000106, ZIP, 2058.7720375061035, 10, 205.88, 5.60, 0.00000416, 0.00000341
trial0000002, AA, 2710.31907081604, 10, 271.03, 6.50, 0.00001864, 0.00000634, DFBA, 1091.8662567138672, 10, 109.19, 3.20, 0.63754721, 0.00000000, GDX, 1798.5878353118896, 10, 179.86, 5.00, 0.00063492, 0.00000667, GVWY, 2129.683536529541, 10, 212.97, 7.00, 0.00000666, 0.00000083, SHVR, 1873.210199356079, 10, 187.32, 7.30, 0.00002441, 0.00000015, ZIC, 772.7335357666016, 10, 77.27, 2.00, 0.00001054, 0.00000072, ZIP, 1878.5995655059814, 10, 187.86, 5.00, 0.00000772, 0.00000664
